order_id,actual_delivery_date,delay_reason,driver_id,driver_name,hub_name,is_delayed,is_on_time,order_date,order_status,vehicle_code,vehicle_type,csat,delivery_hrs,hub_processing_hrs,order_year,order_month,order_month_name,order_quarter,order_dayofweek,is_weekend
9216,2023-01-11,Package Sorting Error,10,Daniel Williams,Houston Hub,True,False,2023-01-11,Delivered,FT-001,Van,3,10.86,2.62,2023,1,Jan,1,Wednesday,False
15002,2024-11-24,Package Sorting Error,2,Jennifer Lopez,Houston Hub,True,False,2024-11-22,Delivered,FT-001,Van,3,62.98,1.62,2024,11,Nov,4,Friday,False
13829,2023-12-19,Package Sorting Error,6,Nancy Thompson,Houston Hub,True,False,2023-12-16,Delivered,FT-001,Van,3,89.43,0.97,2023,12,Dec,4,Saturday,True
17396,2023-11-12,Package Sorting Error,6,Nancy Thompson,Houston Hub,True,False,2023-11-09,Delivered,FT-001,Van,3,79.4,2.58,2023,11,Nov,4,Thursday,False
10661,2023-05-16,Package Sorting Error,6,Nancy Thompson,Houston Hub,True,False,2023-05-14,Delivered,FT-001,Van,3,60.01,3.77,2023,5,May,2,Sunday,True
4800,2024-01-09,Package Sorting Error,48,Sarah Moore,Houston Hub,True,False,2024-01-09,Delivered,FT-001,Van,3,14.46,2.31,2024,1,Jan,1,Tuesday,False
1256,2024-02-05,Package Sorting Error,16,Anthony Martinez,Houston Hub,True,False,2024-02-03,Delivered,FT-003,Van,3,55.26,0.62,2024,2,Feb,1,Saturday,True
10890,2023-12-29,Package Sorting Error,16,Anthony Martinez,Houston Hub,True,False,2023-12-26,Delivered,FT-003,Van,3,84.67,2.19,2023,12,Dec,4,Tuesday,False
9523,2023-03-14,Package Sorting Error,35,Daniel Rodriguez,Houston Hub,True,False,2023-03-12,Delivered,FT-003,Van,3,61.1,1.21,2023,3,Mar,1,Sunday,True
6524,2023-03-06,Package Sorting Error,32,Daniel Thomas,Houston Hub,True,False,2023-03-04,Delivered,FT-003,Van,3,68.2,2.38,2023,3,Mar,1,Saturday,True
27451,2023-04-22,Package Sorting Error,10,Daniel Williams,Houston Hub,True,False,2023-04-19,Delivered,FT-003,Van,3,90.77,2.14,2023,4,Apr,2,Wednesday,False
21068,2023-10-20,Package Sorting Error,37,Jessica Jones,Houston Hub,True,False,2023-10-20,Delivered,FT-003,Van,3,14.13,2.54,2023,10,Oct,4,Friday,False
4760,2024-10-19,Package Sorting Error,6,Nancy Thompson,Houston Hub,True,False,2024-10-19,Delivered,FT-003,Van,3,16.8,3.08,2024,10,Oct,4,Saturday,True
19982,2024-10-02,Package Sorting Error,9,Patricia Jones,Houston Hub,True,False,2024-09-29,Delivered,FT-003,Van,3,81.65,1.2,2024,9,Sep,3,Sunday,True
11999,2023-09-03,Package Sorting Error,9,Patricia Jones,Houston Hub,True,False,2023-09-03,Delivered,FT-003,Van,3,6.0,1.87,2023,9,Sep,3,Sunday,True
21821,2024-09-18,Package Sorting Error,48,Sarah Moore,Houston Hub,True,False,2024-09-15,Delivered,FT-003,Van,3,95.84,2.3,2024,9,Sep,3,Sunday,True
3542,2023-08-17,Package Sorting Error,8,Charles Lopez,Houston Hub,True,False,2023-08-15,Delivered,FT-016,Van,3,50.9,0.86,2023,8,Aug,3,Tuesday,False
10759,2024-07-07,Package Sorting Error,45,Daniel Brown,Houston Hub,True,False,2024-07-02,Delivered,FT-016,Van,3,120.67,1.92,2024,7,Jul,3,Tuesday,False
18741,2024-08-11,Package Sorting Error,45,Daniel Brown,Houston Hub,True,False,2024-08-10,Delivered,FT-016,Van,3,37.56,2.44,2024,8,Aug,3,Saturday,True
26801,2024-05-09,Package Sorting Error,35,Daniel Rodriguez,Houston Hub,True,False,2024-05-08,Delivered,FT-016,Van,3,30.71,0.92,2024,5,May,2,Wednesday,False
27366,2024-04-01,Package Sorting Error,28,Jennifer Rodriguez,Houston Hub,True,False,2024-04-01,Delivered,FT-016,Van,3,8.75,0.51,2024,4,Apr,2,Monday,False
21415,2023-08-13,Package Sorting Error,28,Jennifer Rodriguez,Houston Hub,True,False,2023-08-11,Delivered,FT-016,Van,3,54.56,0.75,2023,8,Aug,3,Friday,False
3967,2023-06-24,Package Sorting Error,29,Matthew Williams,Houston Hub,True,False,2023-06-23,Delivered,FT-016,Van,3,44.39,1.79,2023,6,Jun,2,Friday,False
23667,2024-02-15,Package Sorting Error,29,Matthew Williams,Houston Hub,True,False,2024-02-14,Delivered,FT-016,Van,3,25.03,1.98,2024,2,Feb,1,Wednesday,False
15713,2024-05-27,Package Sorting Error,6,Nancy Thompson,Houston Hub,True,False,2024-05-23,Delivered,FT-016,Van,3,100.56,2.75,2024,5,May,2,Thursday,False
14469,2024-02-06,Package Sorting Error,48,Sarah Moore,Houston Hub,True,False,2024-02-04,Delivered,FT-016,Van,3,70.01,1.03,2024,2,Feb,1,Sunday,True
2294,2024-02-16,Package Sorting Error,48,Sarah Moore,Houston Hub,True,False,2024-02-12,Delivered,FT-016,Van,3,103.78,1.74,2024,2,Feb,1,Monday,False
1254,2024-01-12,Package Sorting Error,35,Daniel Rodriguez,Houston Hub,True,False,2024-01-12,Delivered,FT-019,Van,3,9.67,0.6,2024,1,Jan,1,Friday,False
18216,2023-09-23,Package Sorting Error,32,Daniel Thomas,Houston Hub,True,False,2023-09-23,Delivered,FT-019,Van,3,7.84,3.14,2023,9,Sep,3,Saturday,True
26135,2023-06-17,Package Sorting Error,10,Daniel Williams,Houston Hub,True,False,2023-06-14,Delivered,FT-019,Van,3,88.69,2.36,2023,6,Jun,2,Wednesday,False
14630,2023-05-19,Package Sorting Error,22,David Wilson,Houston Hub,True,False,2023-05-18,Delivered,FT-019,Van,3,24.57,2.52,2023,5,May,2,Thursday,False
26818,2024-11-15,Package Sorting Error,28,Jennifer Rodriguez,Houston Hub,True,False,2024-11-15,Delivered,FT-019,Van,3,7.2,3.31,2024,11,Nov,4,Friday,False
15915,2023-04-11,Package Sorting Error,29,Matthew Williams,Houston Hub,True,False,2023-04-07,Delivered,FT-019,Van,3,98.82,2.99,2023,4,Apr,2,Friday,False
27241,2024-02-07,Package Sorting Error,9,Patricia Jones,Houston Hub,True,False,2024-02-05,Delivered,FT-019,Van,3,71.8,2.11,2024,2,Feb,1,Monday,False
11345,2024-12-03,Package Sorting Error,30,Robert Clark,Houston Hub,True,False,2024-11-30,Delivered,FT-019,Van,3,81.07,2.3,2024,11,Nov,4,Saturday,True
15254,2024-11-15,Package Sorting Error,53,Thomas Martin,Houston Hub,True,False,2024-11-13,Delivered,FT-019,Van,3,59.9,1.45,2024,11,Nov,4,Wednesday,False
24899,2023-12-09,Package Sorting Error,53,Thomas Martin,Houston Hub,True,False,2023-12-06,Delivered,FT-019,Van,3,80.74,2.6,2023,12,Dec,4,Wednesday,False
4253,2023-08-13,Package Sorting Error,16,Anthony Martinez,Houston Hub,True,False,2023-08-11,Delivered,FT-022,Van,3,51.82,1.12,2023,8,Aug,3,Friday,False
18008,2024-07-07,Package Sorting Error,35,Daniel Rodriguez,Houston Hub,True,False,2024-07-06,Delivered,FT-022,Van,3,27.03,3.02,2024,7,Jul,3,Saturday,True
15955,2023-12-03,Package Sorting Error,32,Daniel Thomas,Houston Hub,True,False,2023-12-01,Delivered,FT-022,Van,3,52.19,3.35,2023,12,Dec,4,Friday,False
26867,2024-09-03,Package Sorting Error,28,Jennifer Rodriguez,Houston Hub,True,False,2024-09-02,Delivered,FT-022,Van,3,40.83,3.24,2024,9,Sep,3,Monday,False
8895,2024-04-01,Package Sorting Error,29,Matthew Williams,Houston Hub,True,False,2024-04-01,Delivered,FT-022,Van,3,13.71,1.34,2024,4,Apr,2,Monday,False
3422,2024-07-02,Package Sorting Error,6,Nancy Thompson,Houston Hub,True,False,2024-07-01,Delivered,FT-022,Van,3,25.54,1.32,2024,7,Jul,3,Monday,False
15643,2024-05-07,Package Sorting Error,53,Thomas Martin,Houston Hub,True,False,2024-05-07,Delivered,FT-022,Van,3,15.14,1.51,2024,5,May,2,Tuesday,False
15010,2023-11-16,Package Sorting Error,16,Anthony Martinez,Houston Hub,True,False,2023-11-16,Delivered,FT-032,Van,3,5.65,1.52,2023,11,Nov,4,Thursday,False
4799,2024-05-22,Package Sorting Error,16,Anthony Martinez,Houston Hub,True,False,2024-05-22,Delivered,FT-032,Van,3,23.14,2.06,2024,5,May,2,Wednesday,False
4382,2024-05-01,Package Sorting Error,10,Daniel Williams,Houston Hub,True,False,2024-04-30,Delivered,FT-032,Van,3,46.98,1.33,2024,4,Apr,2,Tuesday,False
20157,2024-12-21,Package Sorting Error,2,Jennifer Lopez,Houston Hub,True,False,2024-12-19,Delivered,FT-032,Van,3,68.7,1.64,2024,12,Dec,4,Thursday,False
6153,2024-08-17,Package Sorting Error,2,Jennifer Lopez,Houston Hub,True,False,2024-08-14,Delivered,FT-032,Van,3,80.67,2.15,2024,8,Aug,3,Wednesday,False
23608,2024-08-24,Package Sorting Error,9,Patricia Jones,Houston Hub,True,False,2024-08-24,Delivered,FT-032,Van,3,5.74,1.8,2024,8,Aug,3,Saturday,True
18635,2024-12-17,Package Sorting Error,14,Sarah Davis,Houston Hub,True,False,2024-12-15,Delivered,FT-032,Van,3,54.51,1.82,2024,12,Dec,4,Sunday,True
5737,2024-09-22,Package Sorting Error,48,Sarah Moore,Houston Hub,True,False,2024-09-19,Delivered,FT-032,Van,3,82.33,2.16,2024,9,Sep,3,Thursday,False
4725,2023-10-15,Road Construction,2,Jennifer Lopez,Houston Hub,True,False,2023-10-15,Delivered,FT-001,Van,3,20.63,0.8,2023,10,Oct,4,Sunday,True
6196,2023-02-09,Road Construction,2,Jennifer Lopez,Houston Hub,True,False,2023-02-07,Delivered,FT-001,Van,3,62.18,1.5,2023,2,Feb,1,Tuesday,False
7005,2023-05-28,Road Construction,6,Nancy Thompson,Houston Hub,True,False,2023-05-28,Delivered,FT-001,Van,3,23.48,1.56,2023,5,May,2,Sunday,True
7069,2023-01-15,Road Construction,14,Sarah Davis,Houston Hub,True,False,2023-01-15,Delivered,FT-001,Van,3,23.04,1.29,2023,1,Jan,1,Sunday,True
4591,2024-07-09,Road Construction,53,Thomas Martin,Houston Hub,True,False,2024-07-05,Delivered,FT-001,Van,3,100.09,0.76,2024,7,Jul,3,Friday,False
18984,2024-09-06,Road Construction,8,Charles Lopez,Houston Hub,True,False,2024-09-03,Delivered,FT-003,Van,3,84.84,2.81,2024,9,Sep,3,Tuesday,False
3325,2024-04-08,Road Construction,35,Daniel Rodriguez,Houston Hub,True,False,2024-04-08,Delivered,FT-003,Van,3,5.01,2.39,2024,4,Apr,2,Monday,False
3054,2024-11-23,Road Construction,6,Nancy Thompson,Houston Hub,True,False,2024-11-21,Delivered,FT-003,Van,3,53.35,2.27,2024,11,Nov,4,Thursday,False
5577,2024-09-28,Road Construction,14,Sarah Davis,Houston Hub,True,False,2024-09-28,Delivered,FT-003,Van,3,18.12,1.16,2024,9,Sep,3,Saturday,True
11160,2024-11-03,Road Construction,53,Thomas Martin,Houston Hub,True,False,2024-11-01,Delivered,FT-003,Van,3,52.23,1.28,2024,11,Nov,4,Friday,False
9205,2023-05-29,Road Construction,29,Matthew Williams,Houston Hub,True,False,2023-05-28,Delivered,FT-016,Van,3,45.0,0.89,2023,5,May,2,Sunday,True
12166,2023-11-15,Road Construction,6,Nancy Thompson,Houston Hub,True,False,2023-11-15,Delivered,FT-016,Van,3,11.66,2.5,2023,11,Nov,4,Wednesday,False
2760,2023-02-26,Road Construction,9,Patricia Jones,Houston Hub,True,False,2023-02-24,Delivered,FT-019,Van,3,59.58,1.54,2023,2,Feb,1,Friday,False
20150,2024-10-26,Road Construction,9,Patricia Jones,Houston Hub,True,False,2024-10-24,Delivered,FT-019,Van,3,50.45,1.98,2024,10,Oct,4,Thursday,False
19584,2023-08-15,Road Construction,48,Sarah Moore,Houston Hub,True,False,2023-08-13,Delivered,FT-019,Van,3,64.96,2.07,2023,8,Aug,3,Sunday,True
22319,2024-07-23,Road Construction,45,Daniel Brown,Houston Hub,True,False,2024-07-21,Delivered,FT-022,Van,3,66.43,1.39,2024,7,Jul,3,Sunday,True
18856,2024-05-24,Road Construction,45,Daniel Brown,Houston Hub,True,False,2024-05-21,Delivered,FT-022,Van,3,76.82,1.94,2024,5,May,2,Tuesday,False
3864,2023-05-03,Road Construction,32,Daniel Thomas,Houston Hub,True,False,2023-05-02,Delivered,FT-022,Van,3,35.26,2.07,2023,5,May,2,Tuesday,False
27322,2023-07-24,Road Construction,32,Daniel Thomas,Houston Hub,True,False,2023-07-20,Delivered,FT-022,Van,3,96.09,2.13,2023,7,Jul,3,Thursday,False
19774,2023-07-16,Road Construction,28,Jennifer Rodriguez,Houston Hub,True,False,2023-07-16,Delivered,FT-022,Van,3,14.13,1.83,2023,7,Jul,3,Sunday,True
27705,2023-09-24,Road Construction,28,Jennifer Rodriguez,Houston Hub,True,False,2023-09-22,Delivered,FT-022,Van,3,65.88,1.84,2023,9,Sep,3,Friday,False
1607,2024-09-19,Road Construction,29,Matthew Williams,Houston Hub,True,False,2024-09-19,Delivered,FT-022,Van,3,23.52,1.17,2024,9,Sep,3,Thursday,False
8510,2023-07-30,Road Construction,6,Nancy Thompson,Houston Hub,True,False,2023-07-28,Delivered,FT-022,Van,3,58.51,1.95,2023,7,Jul,3,Friday,False
25789,2023-07-01,Road Construction,9,Patricia Jones,Houston Hub,True,False,2023-06-30,Delivered,FT-022,Van,3,28.51,1.38,2023,6,Jun,2,Friday,False
19227,2024-08-19,Road Construction,14,Sarah Davis,Houston Hub,True,False,2024-08-19,Delivered,FT-022,Van,3,7.43,1.24,2024,8,Aug,3,Monday,False
7504,2023-08-26,Road Construction,14,Sarah Davis,Houston Hub,True,False,2023-08-25,Delivered,FT-022,Van,3,44.04,3.25,2023,8,Aug,3,Friday,False
20971,2024-12-25,Road Construction,53,Thomas Martin,Houston Hub,True,False,2024-12-22,Delivered,FT-022,Van,3,75.69,1.51,2024,12,Dec,4,Sunday,True
18835,2024-10-17,Road Construction,35,Daniel Rodriguez,Houston Hub,True,False,2024-10-15,Delivered,FT-032,Van,3,60.65,2.87,2024,10,Oct,4,Tuesday,False
20225,2023-04-15,Road Construction,32,Daniel Thomas,Houston Hub,True,False,2023-04-14,Delivered,FT-032,Van,3,45.89,3.01,2023,4,Apr,2,Friday,False
6760,2023-05-04,Road Construction,32,Daniel Thomas,Houston Hub,True,False,2023-05-02,Delivered,FT-032,Van,3,59.27,3.72,2023,5,May,2,Tuesday,False
26939,2024-04-27,Road Construction,2,Jennifer Lopez,Houston Hub,True,False,2024-04-25,Delivered,FT-032,Van,3,69.17,0.51,2024,4,Apr,2,Thursday,False
20118,2023-11-22,Severe Weather,16,Anthony Martinez,Houston Hub,True,False,2023-11-20,Delivered,FT-001,Van,3,54.37,1.07,2023,11,Nov,4,Monday,False
1276,2024-06-17,Severe Weather,45,Daniel Brown,Houston Hub,True,False,2024-06-17,Delivered,FT-001,Van,3,6.05,1.63,2024,6,Jun,2,Monday,False
2198,2023-01-27,Severe Weather,45,Daniel Brown,Houston Hub,True,False,2023-01-27,Delivered,FT-001,Van,3,5.88,3.68,2023,1,Jan,1,Friday,False
24390,2024-08-05,Severe Weather,22,David Wilson,Houston Hub,True,False,2024-08-01,Delivered,FT-001,Van,3,108.75,1.17,2024,8,Aug,3,Thursday,False
14482,2024-07-24,Severe Weather,2,Jennifer Lopez,Houston Hub,True,False,2024-07-21,Delivered,FT-001,Van,3,82.0,1.3,2024,7,Jul,3,Sunday,True
24605,2023-07-23,Severe Weather,37,Jessica Jones,Houston Hub,True,False,2023-07-23,Delivered,FT-001,Van,3,7.15,2.52,2023,7,Jul,3,Sunday,True
8723,2023-01-24,Severe Weather,6,Nancy Thompson,Houston Hub,True,False,2023-01-22,Delivered,FT-001,Van,3,69.07,1.6,2023,1,Jan,1,Sunday,True
13105,2023-11-06,Severe Weather,30,Robert Clark,Houston Hub,True,False,2023-11-01,Delivered,FT-001,Van,3,127.35,2.21,2023,11,Nov,4,Wednesday,False
15751,2023-09-06,Severe Weather,48,Sarah Moore,Houston Hub,True,False,2023-09-05,Delivered,FT-001,Van,3,25.54,1.79,2023,9,Sep,3,Tuesday,False
23929,2024-12-21,Severe Weather,35,Daniel Rodriguez,Houston Hub,True,False,2024-12-20,Delivered,FT-003,Van,3,39.11,2.16,2024,12,Dec,4,Friday,False
23973,2023-04-10,Severe Weather,35,Daniel Rodriguez,Houston Hub,True,False,2023-04-08,Delivered,FT-003,Van,3,66.0,2.63,2023,4,Apr,2,Saturday,True
17949,2023-08-25,Severe Weather,22,David Wilson,Houston Hub,True,False,2023-08-22,Delivered,FT-003,Van,3,78.34,2.67,2023,8,Aug,3,Tuesday,False
15374,2023-11-05,Severe Weather,37,Jessica Jones,Houston Hub,True,False,2023-11-03,Delivered,FT-003,Van,3,48.82,2.26,2023,11,Nov,4,Friday,False
9259,2024-06-16,Severe Weather,29,Matthew Williams,Houston Hub,True,False,2024-06-14,Delivered,FT-003,Van,3,70.35,3.82,2024,6,Jun,2,Friday,False
4105,2024-05-27,Severe Weather,9,Patricia Jones,Houston Hub,True,False,2024-05-24,Delivered,FT-003,Van,3,85.98,0.9,2024,5,May,2,Friday,False
5816,2024-01-10,Severe Weather,45,Daniel Brown,Houston Hub,True,False,2024-01-07,Delivered,FT-016,Van,3,75.15,3.15,2024,1,Jan,1,Sunday,True
12075,2023-12-04,Severe Weather,35,Daniel Rodriguez,Houston Hub,True,False,2023-12-03,Delivered,FT-016,Van,3,42.35,3.26,2023,12,Dec,4,Sunday,True
12080,2023-07-28,Severe Weather,22,David Wilson,Houston Hub,True,False,2023-07-24,Delivered,FT-016,Van,3,118.74,3.91,2023,7,Jul,3,Monday,False
21484,2023-11-09,Severe Weather,37,Jessica Jones,Houston Hub,True,False,2023-11-06,Delivered,FT-016,Van,3,78.0,0.63,2023,11,Nov,4,Monday,False
23303,2023-04-26,Severe Weather,37,Jessica Jones,Houston Hub,True,False,2023-04-23,Delivered,FT-016,Van,3,75.02,2.26,2023,4,Apr,2,Sunday,True
10105,2023-11-06,Severe Weather,53,Thomas Martin,Houston Hub,True,False,2023-11-05,Delivered,FT-016,Van,3,45.33,2.03,2023,11,Nov,4,Sunday,True
24966,2024-08-11,Severe Weather,16,Anthony Martinez,Houston Hub,True,False,2024-08-11,Delivered,FT-019,Van,3,9.61,1.22,2024,8,Aug,3,Sunday,True
17431,2023-05-19,Severe Weather,16,Anthony Martinez,Houston Hub,True,False,2023-05-15,Delivered,FT-019,Van,3,114.83,1.56,2023,5,May,2,Monday,False
24157,2023-12-05,Severe Weather,8,Charles Lopez,Houston Hub,True,False,2023-12-05,Delivered,FT-019,Van,3,12.34,2.31,2023,12,Dec,4,Tuesday,False
1750,2023-07-31,Severe Weather,8,Charles Lopez,Houston Hub,True,False,2023-07-27,Delivered,FT-019,Van,3,111.59,3.49,2023,7,Jul,3,Thursday,False
4542,2023-04-21,Severe Weather,2,Jennifer Lopez,Houston Hub,True,False,2023-04-18,Delivered,FT-019,Van,3,83.91,2.42,2023,4,Apr,2,Tuesday,False
4528,2024-01-30,Severe Weather,37,Jessica Jones,Houston Hub,True,False,2024-01-27,Delivered,FT-019,Van,3,93.25,2.22,2024,1,Jan,1,Saturday,True
1231,2024-02-04,Severe Weather,14,Sarah Davis,Houston Hub,True,False,2024-02-01,Delivered,FT-019,Van,3,87.69,1.15,2024,2,Feb,1,Thursday,False
16616,2024-06-19,Severe Weather,14,Sarah Davis,Houston Hub,True,False,2024-06-19,Delivered,FT-019,Van,3,4.21,2.55,2024,6,Jun,2,Wednesday,False
4189,2024-06-22,Severe Weather,53,Thomas Martin,Houston Hub,True,False,2024-06-20,Delivered,FT-019,Van,3,64.46,2.6,2024,6,Jun,2,Thursday,False
6411,2023-11-29,Severe Weather,35,Daniel Rodriguez,Houston Hub,True,False,2023-11-28,Delivered,FT-022,Van,3,38.8,1.05,2023,11,Nov,4,Tuesday,False
19457,2023-05-03,Severe Weather,35,Daniel Rodriguez,Houston Hub,True,False,2023-05-01,Delivered,FT-022,Van,3,48.08,2.17,2023,5,May,2,Monday,False
11825,2023-04-21,Severe Weather,28,Jennifer Rodriguez,Houston Hub,True,False,2023-04-21,Delivered,FT-022,Van,3,22.85,0.87,2023,4,Apr,2,Friday,False
15679,2024-04-20,Severe Weather,6,Nancy Thompson,Houston Hub,True,False,2024-04-15,Delivered,FT-022,Van,3,125.45,1.03,2024,4,Apr,2,Monday,False
4245,2024-07-02,Severe Weather,48,Sarah Moore,Houston Hub,True,False,2024-07-02,Delivered,FT-022,Van,3,5.81,0.52,2024,7,Jul,3,Tuesday,False
17883,2024-11-15,Severe Weather,48,Sarah Moore,Houston Hub,True,False,2024-11-13,Delivered,FT-022,Van,3,55.23,0.75,2024,11,Nov,4,Wednesday,False
22324,2024-03-02,Severe Weather,53,Thomas Martin,Houston Hub,True,False,2024-02-29,Delivered,FT-022,Van,3,67.65,0.93,2024,2,Feb,1,Thursday,False
11448,2023-10-20,Severe Weather,45,Daniel Brown,Houston Hub,True,False,2023-10-20,Delivered,FT-032,Van,3,15.18,1.14,2023,10,Oct,4,Friday,False
25295,2024-01-18,Severe Weather,35,Daniel Rodriguez,Houston Hub,True,False,2024-01-18,Delivered,FT-032,Van,3,21.7,2.16,2024,1,Jan,1,Thursday,False
12555,2023-10-25,Severe Weather,32,Daniel Thomas,Houston Hub,True,False,2023-10-25,Delivered,FT-032,Van,3,6.02,4.06,2023,10,Oct,4,Wednesday,False
11598,2023-07-31,Severe Weather,2,Jennifer Lopez,Houston Hub,True,False,2023-07-31,Delivered,FT-032,Van,3,21.81,0.93,2023,7,Jul,3,Monday,False
13328,2023-11-26,Severe Weather,37,Jessica Jones,Houston Hub,True,False,2023-11-26,Delivered,FT-032,Van,3,10.07,1.71,2023,11,Nov,4,Sunday,True
14767,2023-12-21,Severe Weather,6,Nancy Thompson,Houston Hub,True,False,2023-12-17,Delivered,FT-032,Van,3,101.48,1.7,2023,12,Dec,4,Sunday,True
6875,2023-04-15,Severe Weather,14,Sarah Davis,Houston Hub,True,False,2023-04-15,Delivered,FT-032,Van,3,16.43,2.92,2023,4,Apr,2,Saturday,True
17558,2023-09-05,Severe Weather,53,Thomas Martin,Houston Hub,True,False,2023-09-04,Delivered,FT-032,Van,3,42.2,0.79,2023,9,Sep,3,Monday,False
22838,2024-10-12,Traffic Congestion,45,Daniel Brown,Houston Hub,True,False,2024-10-10,Delivered,FT-001,Van,3,54.3,2.61,2024,10,Oct,4,Thursday,False
6658,2024-02-01,Traffic Congestion,2,Jennifer Lopez,Houston Hub,True,False,2024-01-30,Delivered,FT-001,Van,3,59.31,1.5,2024,1,Jan,1,Tuesday,False
26022,2023-08-26,Traffic Congestion,37,Jessica Jones,Houston Hub,True,False,2023-08-25,Delivered,FT-001,Van,3,30.97,3.64,2023,8,Aug,3,Friday,False
4396,2023-01-10,Traffic Congestion,6,Nancy Thompson,Houston Hub,True,False,2023-01-10,Delivered,FT-001,Van,3,22.33,2.9,2023,1,Jan,1,Tuesday,False
22593,2023-11-14,Traffic Congestion,16,Anthony Martinez,Houston Hub,True,False,2023-11-13,Delivered,FT-003,Van,3,34.1,2.42,2023,11,Nov,4,Monday,False
22274,2023-09-12,Traffic Congestion,10,Daniel Williams,Houston Hub,True,False,2023-09-08,Delivered,FT-003,Van,3,96.37,2.42,2023,9,Sep,3,Friday,False
24712,2023-11-22,Traffic Congestion,10,Daniel Williams,Houston Hub,True,False,2023-11-19,Delivered,FT-003,Van,3,80.52,2.54,2023,11,Nov,4,Sunday,True
26974,2024-02-02,Traffic Congestion,6,Nancy Thompson,Houston Hub,True,False,2024-01-31,Delivered,FT-003,Van,3,49.57,0.65,2024,1,Jan,1,Wednesday,False
21022,2023-12-26,Traffic Congestion,53,Thomas Martin,Houston Hub,True,False,2023-12-25,Delivered,FT-003,Van,3,26.09,2.75,2023,12,Dec,4,Monday,False
7465,2023-04-10,Traffic Congestion,32,Daniel Thomas,Houston Hub,True,False,2023-04-07,Delivered,FT-016,Van,3,75.28,1.81,2023,4,Apr,2,Friday,False
7628,2024-11-16,Traffic Congestion,2,Jennifer Lopez,Houston Hub,True,False,2024-11-15,Delivered,FT-016,Van,3,35.56,2.36,2024,11,Nov,4,Friday,False
25865,2023-10-24,Traffic Congestion,30,Robert Clark,Houston Hub,True,False,2023-10-22,Delivered,FT-016,Van,3,55.23,3.02,2023,10,Oct,4,Sunday,True
7107,2024-12-11,Traffic Congestion,45,Daniel Brown,Houston Hub,True,False,2024-12-08,Delivered,FT-019,Van,3,74.97,1.97,2024,12,Dec,4,Sunday,True
19765,2023-12-03,Traffic Congestion,35,Daniel Rodriguez,Houston Hub,True,False,2023-11-30,Delivered,FT-019,Van,3,85.55,1.0,2023,11,Nov,4,Thursday,False
21013,2024-11-15,Traffic Congestion,28,Jennifer Rodriguez,Houston Hub,True,False,2024-11-14,Delivered,FT-019,Van,3,39.29,1.16,2024,11,Nov,4,Thursday,False
11375,2023-11-02,Traffic Congestion,9,Patricia Jones,Houston Hub,True,False,2023-10-30,Delivered,FT-019,Van,3,89.84,1.13,2023,10,Oct,4,Monday,False
4929,2024-05-31,Traffic Congestion,9,Patricia Jones,Houston Hub,True,False,2024-05-29,Delivered,FT-019,Van,3,68.03,3.33,2024,5,May,2,Wednesday,False
24389,2024-12-02,Traffic Congestion,30,Robert Clark,Houston Hub,True,False,2024-12-01,Delivered,FT-019,Van,3,38.97,2.74,2024,12,Dec,4,Sunday,True
8535,2024-05-27,Traffic Congestion,8,Charles Lopez,Houston Hub,True,False,2024-05-27,Delivered,FT-022,Van,3,18.18,1.44,2024,5,May,2,Monday,False
14062,2023-12-31,Traffic Congestion,32,Daniel Thomas,Houston Hub,True,False,2023-12-28,Delivered,FT-022,Van,3,84.52,2.51,2023,12,Dec,4,Thursday,False
27656,2024-02-24,Traffic Congestion,28,Jennifer Rodriguez,Houston Hub,True,False,2024-02-21,Delivered,FT-022,Van,3,94.15,2.36,2024,2,Feb,1,Wednesday,False
19128,2023-05-07,Traffic Congestion,37,Jessica Jones,Houston Hub,True,False,2023-05-05,Delivered,FT-022,Van,3,67.11,1.45,2023,5,May,2,Friday,False
23790,2024-04-09,Traffic Congestion,37,Jessica Jones,Houston Hub,True,False,2024-04-07,Delivered,FT-022,Van,3,67.96,2.42,2024,4,Apr,2,Sunday,True
13435,2023-06-15,Traffic Congestion,29,Matthew Williams,Houston Hub,True,False,2023-06-12,Delivered,FT-022,Van,3,86.5,2.49,2023,6,Jun,2,Monday,False
16160,2024-07-11,Traffic Congestion,29,Matthew Williams,Houston Hub,True,False,2024-07-11,Delivered,FT-022,Van,3,14.48,2.73,2024,7,Jul,3,Thursday,False
11701,2023-11-25,Traffic Congestion,29,Matthew Williams,Houston Hub,True,False,2023-11-22,Delivered,FT-022,Van,3,76.18,3.02,2023,11,Nov,4,Wednesday,False
5348,2024-07-16,Traffic Congestion,53,Thomas Martin,Houston Hub,True,False,2024-07-14,Delivered,FT-022,Van,3,55.01,2.68,2024,7,Jul,3,Sunday,True
19622,2024-07-21,Traffic Congestion,8,Charles Lopez,Houston Hub,True,False,2024-07-21,Delivered,FT-032,Van,3,17.73,2.44,2024,7,Jul,3,Sunday,True
18019,2024-06-13,Traffic Congestion,35,Daniel Rodriguez,Houston Hub,True,False,2024-06-13,Delivered,FT-032,Van,3,22.7,1.1,2024,6,Jun,2,Thursday,False
16456,2024-08-04,Traffic Congestion,10,Daniel Williams,Houston Hub,True,False,2024-08-02,Delivered,FT-032,Van,3,59.01,1.97,2024,8,Aug,3,Friday,False
